#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260813    16:51:43       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:51:53       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:52:03       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260813    16:52:13       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:52:23       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:52:33       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:52:44       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:52:54       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:53:04       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:53:14       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:53:24       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:53:34       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:53:44       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:53:54       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:54:04       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:54:14       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:54:24       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:54:34       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:54:44       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:54:54       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:55:04       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
